Date,Open,High,Low,Close,percentage_difference
2020-03-11,200.61,202.96,182.15,194.58,-3.0989824236817767
2020-03-12,194.57,195.4,102.83,107.9,-80.32437442075995
2020-03-13,107.87,138.86,88.5,133.99,19.493992088961864
2020-03-14,134.02,134.58,121.27,122.69,-9.234656451218529
2020-03-15,122.67,132.13,120.93,124.35,1.3510253317249639
2020-03-16,124.35,124.38,102.44,111.02,-12.006845613402989
2020-03-17,111.06,120.6,109.67,116.06,4.30811649146993
2020-03-18,115.95,117.91,110.16,117.77,1.545385072599128
2020-03-19,117.76,141.05,115.59,135.43,13.04733072435945
2020-03-20,135.43,151.85,118.07,133.32,-1.582658265826593
2020-03-21,133.32,137.33,126.01,132.58,-0.5581535676572489
2020-03-22,132.59,136.86,121.37,122.41,-8.316314026631817
2020-03-23,122.46,136.93,120.2,136.02,9.969122187913554
2020-03-24,136.0,142.9,132.67,138.62,1.89005915452316
2020-03-25,138.59,141.88,133.06,136.07,-1.8519879473800325
2020-03-26,136.08,139.22,133.69,138.38,1.6620898973840028
2020-03-27,138.38,140.99,131.09,131.74,-5.040230757552744
2020-03-28,131.74,132.68,125.48,131.03,-0.5418606426009371
2020-03-29,131.02,131.74,124.84,125.24,-4.615138933248176
2020-03-30,125.24,134.72,125.02,132.15,5.228906545592138
2020-03-31,132.15,135.14,130.54,132.86,0.5343971097395814
2020-04-01,132.88,136.56,128.93,135.66,2.0492407489311524
2020-04-02,135.65,148.91,135.26,141.3,3.9985845718329833
2020-04-03,141.29,146.46,138.01,141.14,-0.10627745500921475
2020-04-04,141.13,145.71,139.36,144.01,1.9998611207555
2020-04-05,144.03,145.26,140.84,142.58,-1.0169729274793018
2020-04-06,142.58,171.24,142.55,171.06,16.649128960598613
2020-04-07,171.07,175.78,162.75,164.71,-3.8613320381276095
2020-04-08,164.71,174.23,163.73,173.0,4.7919075144508625
2020-04-09,173.01,173.2,165.91,169.68,-1.9625176803394528
2020-04-10,169.67,170.1,152.52,157.86,-7.481312555428844
2020-04-11,157.85,161.37,154.01,158.18,0.2086230876217047
2020-04-12,158.18,164.75,155.17,158.73,0.3465003465003358
2020-04-13,158.76,158.85,150.6,156.38,-1.521933751119066
2020-04-14,156.36,161.57,155.52,158.45,1.319028084569249
2020-04-15,158.43,161.06,152.44,152.9,-3.6167429692609554
2020-04-16,152.9,174.28,148.91,172.31,11.264581277929311
2020-04-17,172.32,174.52,168.55,170.63,-0.9904471663834014
2020-04-18,170.63,189.22,170.61,187.45,8.97305948252867
2020-04-19,187.47,188.23,177.24,180.13,-4.07483484150336
2020-04-20,180.12,186.24,167.51,170.4,-5.704225352112675
2020-04-21,170.37,174.48,168.31,170.79,0.2459160372387069
2020-04-22,170.79,183.71,169.93,182.72,6.529115586690021
2020-04-23,182.72,192.4,178.54,185.46,1.4774075272295961
2020-04-24,185.48,189.33,185.19,187.58,1.1195223371361673
2020-04-25,187.57,197.35,186.03,194.01,3.3194165249213947
2020-04-26,194.01,199.3,192.52,197.35,1.6924246262984561
2020-04-27,197.35,198.8,190.87,196.14,-0.6169062914244968
2020-04-28,196.13,197.51,192.47,196.55,0.21368608496566566
2020-04-29,196.55,218.32,196.45,215.4,8.75116063138347
2020-04-30,215.42,227.05,202.59,206.22,-4.461254970419935
2020-05-01,206.23,216.99,206.06,212.0,2.7216981132075517
2020-05-02,212.0,215.15,210.51,213.96,0.916059076462894
2020-05-03,213.96,218.74,205.5,209.83,-1.9682600200162013
2020-05-04,209.85,210.63,195.25,206.61,-1.568171918106568
2020-05-05,206.59,211.33,201.75,205.36,-0.598948188546937
2020-05-06,205.36,210.62,198.79,199.04,-3.1752411575562816
2020-05-07,199.05,214.0,197.36,212.0,6.10849056603773
2020-05-08,212.0,216.44,207.25,211.45,-0.260108772759523
2020-05-09,211.47,214.5,208.83,210.22,-0.5946151650651699
2020-05-10,210.19,210.19,180.7,187.78,-11.934178293748001
2020-05-11,187.77,193.26,177.43,185.96,-0.9733275973327609
2020-05-12,185.82,192.04,185.68,189.84,2.117572692793937
2020-05-13,189.82,200.82,188.59,199.58,4.890269566088796
2020-05-14,199.58,205.82,196.21,203.3,1.8298081652729952
2020-05-15,203.29,204.02,192.61,194.85,-4.331537079804977
2020-05-16,194.85,203.12,193.48,200.51,2.8228018552690624
2020-05-17,200.51,209.79,199.77,207.0,3.135265700483096
2020-05-18,207.0,217.0,207.0,214.87,3.6626797598547975
2020-05-19,214.88,215.75,209.79,214.51,-0.17248613118269757
2020-05-20,214.52,215.28,207.03,209.99,-2.1572455831230064
2020-05-21,210.0,211.58,192.11,198.75,-5.660377358490567
2020-05-22,198.75,209.04,196.68,207.35,4.147576561369662
2020-05-23,207.35,211.03,204.97,206.62,-0.3533055851321216
2020-05-24,206.65,210.4,199.97,199.97,-3.340501075161278
2020-05-25,199.99,205.52,198.57,204.13,2.0281193357174283
2020-05-26,204.13,204.9,197.3,201.0,-1.5572139303482564
2020-05-27,200.99,208.18,200.85,208.18,3.4537419540782004
2020-05-28,208.2,220.33,204.79,220.18,5.441002815877926
2020-05-29,220.14,224.52,217.84,220.66,0.23565666636454738
2020-05-30,220.66,246.55,218.86,243.63,9.428231334400525
2020-05-31,243.63,245.33,230.31,231.81,-5.0990034942409705
2020-06-01,231.8,249.81,230.85,247.97,6.520950114933253
2020-06-02,248.01,253.21,227.95,237.94,-4.232159367907872
2020-06-03,237.9,244.76,233.84,244.52,2.707345002453789
2020-06-04,244.53,246.41,236.68,243.37,-0.4766405062250879
2020-06-05,243.37,247.5,239.7,240.23,-1.307080714315454
2020-06-06,240.27,244.43,238.38,242.0,0.7148760330578471
2020-06-07,242.0,244.94,235.44,244.56,1.0467778868171418
2020-06-08,244.56,247.11,241.3,246.18,0.6580550816475768
2020-06-09,246.19,249.45,240.18,243.82,-0.9720285456484311
2020-06-10,243.82,249.51,242.54,247.78,1.598191944466869
2020-06-11,247.79,249.77,227.01,230.71,-7.403233496597453
2020-06-12,230.72,239.23,228.62,237.54,2.8710953944598776
2020-06-13,237.55,238.61,234.86,238.22,0.28125262362521514
2020-06-14,238.23,238.48,230.52,232.02,-2.6764934057408754
2020-06-15,231.99,233.34,219.06,230.93,-0.4590135538907904
2020-06-16,230.92,235.95,228.99,235.36,1.8864717878993993
2020-06-17,235.37,236.55,228.63,233.88,-0.6370788438515517
2020-06-18,233.85,234.69,228.13,231.34,-1.0849831416962008
2020-06-19,231.34,231.94,226.97,229.11,-0.9733315874470733
2020-06-20,229.11,230.96,226.28,228.86,-0.10923708817617757
2020-06-21,228.87,231.18,227.38,228.13,-0.3243764520229733
2020-06-22,228.11,246.39,227.69,243.25,6.224049331962996
2020-06-23,243.24,244.77,240.94,243.2,-0.016447368421061048
2020-06-24,243.2,249.23,231.56,234.75,-3.5995740149094733
2020-06-25,234.75,235.29,227.99,232.56,-0.9416924664602674
2020-06-26,232.57,233.5,228.16,229.67,-1.2626812382984307
2020-06-27,229.72,231.3,217.11,221.06,-3.9174884646702233
2020-06-28,221.07,227.74,218.46,225.09,1.7859522857523704
2020-06-29,225.09,229.83,221.6,227.87,1.2199938561460486
2020-06-30,227.88,228.57,223.23,225.63,-0.9972078181092939
2020-07-01,225.61,232.47,224.33,230.95,2.3121887854513856
2020-07-02,230.96,232.04,223.53,226.42,-2.0051232223301922
2020-07-03,226.42,228.14,224.77,225.12,-0.5774697938876967
2020-07-04,225.09,230.4,224.8,229.15,1.7717652192886766
2020-07-05,229.09,229.8,223.79,227.98,-0.48688481445741455
2020-07-06,227.95,241.64,227.1,241.56,5.63421096207982
2020-07-07,241.56,243.43,234.92,239.25,-0.9655172413793113
2020-07-08,239.26,248.76,238.0,246.99,3.129681363617968
2020-07-09,246.93,247.63,238.28,242.02,-2.028757953888107
2020-07-10,242.01,242.17,236.19,241.26,-0.31086794329768713
2020-07-11,241.21,241.64,237.76,239.2,-0.8403010033444896
2020-07-12,239.2,243.79,236.91,242.75,1.4624098867147317
2020-07-13,242.84,245.04,237.71,239.73,-1.2972927877195235
2020-07-14,239.75,242.08,237.21,240.5,0.31185031185031187
2020-07-15,240.49,241.36,237.04,238.62,-0.7836727851814619
2020-07-16,238.62,239.47,230.44,233.65,-2.127113203509522
2020-07-17,233.65,234.53,231.84,232.75,-0.38668098818475
2020-07-18,232.77,236.83,232.4,235.75,1.2640509013785746
2020-07-19,235.72,239.7,233.35,239.01,1.376511443035853
2020-07-20,239.03,239.71,234.51,236.1,-1.2409995764506594
2020-07-21,236.1,246.49,235.67,245.53,3.8406712010752275
2020-07-22,245.54,266.42,241.89,263.28,6.738073533880273
2020-07-23,263.29,279.53,260.7,275.34,4.376407350911584
2020-07-24,275.33,287.01,268.54,279.33,1.4319979952028068
2020-07-25,279.33,308.57,279.33,305.32,8.512380453294908
2020-07-26,305.32,318.54,300.33,311.13,1.8673866229550355
2020-07-27,311.12,332.57,311.04,321.8,3.318831572405222
2020-07-28,321.82,326.53,306.4,316.96,-1.5333165068147443
2020-07-29,316.95,324.93,312.64,317.82,0.27373985274683926
2020-07-30,317.79,341.11,314.83,334.87,5.1004867560545835
2020-07-31,334.84,349.34,329.02,346.51,3.367868171192755
2020-08-01,346.48,392.37,343.33,387.14,10.502660536240112
2020-08-02,387.15,415.08,335.76,372.08,-4.050204257148998
2020-08-03,372.26,397.73,368.46,385.8,3.509590461378958
2020-08-04,385.86,402.01,381.3,389.62,0.9650428622760615
2020-08-05,389.62,406.92,384.84,400.79,2.786995683525042
2020-08-06,400.8,403.18,391.67,394.83,-1.5120431578147626
2020-08-07,394.8,398.14,366.44,379.57,-4.0124351239560605
2020-08-08,379.57,396.77,376.38,396.76,4.332594011493093
2020-08-09,396.78,399.93,384.31,390.23,-1.6784972964661748
2020-08-10,390.22,399.05,386.45,395.53,1.3425024650468853
2020-08-11,395.52,398.13,367.38,379.01,-4.356085591409195
2020-08-12,379.03,389.21,367.05,387.12,2.0897912791899236
2020-08-13,387.15,430.33,377.57,424.31,8.757747873017376
2020-08-14,424.28,443.74,418.37,438.03,3.1390544026664844
2020-08-15,438.04,442.7,428.75,432.18,-1.3559165162663736
2020-08-16,432.22,436.58,413.22,433.63,0.32516200447385285
2020-08-17,433.62,444.86,420.71,430.56,-0.7107023411371243
2020-08-18,430.63,433.65,415.45,422.16,-2.0063483039605767
2020-08-19,422.1,426.65,394.51,407.44,-3.5980757903004186
2020-08-20,407.39,418.92,402.8,416.05,2.081480591275093
2020-08-21,416.05,418.72,385.21,387.99,-7.232145158380371
2020-08-22,388.06,396.87,379.96,395.56,1.8960461118414402
2020-08-23,395.56,396.96,383.42,390.5,-1.2957746478873247
2020-08-24,390.81,410.17,387.62,407.7,4.142752023546723
2020-08-25,407.64,409.02,370.4,383.2,-6.37787056367432
2020-08-26,383.16,392.61,377.63,385.96,0.7254637786298981
2020-08-27,385.96,396.48,372.53,383.11,-0.7439116702774571
2020-08-28,383.16,397.64,379.8,395.11,3.024474197059044
2020-08-29,395.32,405.53,391.97,398.8,0.8726178535606866
2020-08-30,398.8,429.59,398.47,428.86,7.00928041785198
2020-08-31,428.81,438.71,418.35,433.9,1.1730813551509507
2020-09-01,433.89,488.24,429.65,475.8,8.808322824716273
2020-09-02,475.72,480.96,423.26,439.08,-8.344720779812345
2020-09-03,439.14,466.4,376.99,381.97,-14.967144016545792
2020-09-04,381.97,399.58,368.22,385.94,1.0286573042441753
2020-09-05,385.94,394.12,314.13,334.91,-15.236929324296069
2020-09-06,334.91,358.09,316.69,353.49,5.256160004526291
2020-09-07,353.49,357.33,325.47,352.06,-0.40618076464239244
2020-09-08,352.06,355.69,326.66,337.46,-4.326438689029818
2020-09-09,337.46,358.33,331.12,351.1,3.8849330675021485
2020-09-10,351.1,376.92,350.86,367.92,4.571646010002172
2020-09-11,367.89,374.41,356.38,373.72,1.5599914374398054
2020-09-12,373.74,388.12,366.05,387.98,3.6702922831073783
2020-09-13,388.06,389.51,353.85,365.71,-6.1113997429657445
2020-09-14,365.89,383.99,357.54,376.7,2.869657552428989
2020-09-15,376.7,381.67,362.4,364.01,-3.4861679624186146
2020-09-16,363.91,372.88,355.18,364.88,0.2658408243806102
2020-09-17,364.75,393.96,363.54,388.97,6.226701288017077
2020-09-18,389.37,392.21,375.81,384.2,-1.3456533055700197
2020-09-19,384.25,386.99,377.63,385.25,0.25957170668397145
2020-09-20,385.33,385.39,365.48,371.12,-3.8289502047855084
2020-09-21,371.09,375.34,331.41,341.3,-8.728391444476989
2020-09-22,341.32,346.19,336.15,344.03,0.78772200098828
2020-09-23,343.96,344.12,315.54,319.95,-7.504297546491637
2020-09-24,319.97,352.6,317.27,349.17,8.362688661683416
2020-09-25,349.13,357.8,338.01,351.63,0.7109746039871456
2020-09-26,351.62,355.87,346.95,354.25,0.742413549752998
2020-09-27,354.26,362.0,347.51,357.23,0.8313971390980677
2020-09-28,357.42,367.63,352.57,354.08,-0.9432896520560415
2020-09-29,353.97,360.66,351.48,359.86,1.6367476240760257
2020-09-30,359.77,360.94,352.81,359.39,-0.10573471715963033
2020-10-01,359.5,369.1,345.66,353.07,-1.8211686067918564
2020-10-02,353.06,353.61,335.91,345.68,-2.1349224716500794
2020-10-03,345.78,351.04,343.74,345.6,-0.05208333333331886
2020-10-04,345.6,353.97,344.03,352.73,2.0213761233804877
2020-10-05,352.69,354.86,348.76,353.28,0.1670063405797031
2020-10-06,353.53,354.9,337.21,340.61,-3.7931945626963266
2020-10-07,340.59,342.68,334.11,341.48,0.2606301979618259
2020-10-08,341.66,352.95,334.79,350.83,2.613801556309312
2020-10-09,350.71,368.19,347.82,365.28,3.988720981165132
2020-10-10,365.25,377.97,364.57,370.16,1.3264534255457165
2020-10-11,370.28,377.27,369.23,374.19,1.044923701862697
2020-10-12,374.39,394.58,366.05,386.68,3.178338677976627
2020-10-13,386.64,387.06,374.57,381.23,-1.4190908375521256
2020-10-14,381.13,387.11,373.62,379.15,-0.5222207569563545
2020-10-15,378.96,380.77,370.39,377.45,-0.40005298715061355
2020-10-16,377.6,379.6,362.65,365.17,-3.4038940767313868
2020-10-17,365.08,369.94,363.18,368.63,0.9630252556764265
2020-10-18,368.61,378.49,367.54,377.81,2.4350864190995445
2020-10-19,377.85,383.97,372.72,379.19,0.35338484664679315
2020-10-20,379.03,380.14,367.16,368.35,-2.8994163160037867
2020-10-21,368.53,400.36,368.06,391.2,5.794989775051129
2020-10-22,391.39,420.12,391.21,414.05,5.472768989252512
2020-10-23,414.12,419.11,402.91,408.52,-1.3708019191226923
2020-10-24,408.59,416.28,407.74,411.92,0.8084093998834825
2020-10-25,412.44,417.07,403.95,406.09,-1.5636927774631295
2020-10-26,406.45,410.41,383.21,394.11,-3.131105528913241
2020-10-27,393.93,409.85,390.92,403.15,2.2869899541113656
2020-10-28,403.11,408.1,381.51,388.14,-3.856855773689913
2020-10-29,388.25,393.33,381.53,386.76,-0.3852518357637835
2020-10-30,387.16,391.98,374.36,382.41,-1.2421223294369916
2020-10-31,382.81,394.01,380.53,386.42,0.9342166554526198
2020-11-01,386.36,397.32,384.94,396.29,2.5057407454137137
2020-11-02,396.45,404.04,379.13,383.53,-3.3687064897139773
2020-11-03,383.64,389.98,370.96,387.92,1.103320272221084
2020-11-04,388.23,407.9,377.22,402.19,3.470996295283318
2020-11-05,402.5,419.94,396.46,416.63,3.3914984518637628
2020-11-06,416.59,457.79,415.08,455.72,8.586412709558513
2020-11-07,455.78,467.88,425.57,435.4,-4.680753330271015
2020-11-08,435.39,460.09,432.44,454.68,4.242544206914758
2020-11-09,454.55,458.51,434.95,444.33,-2.3000922737604994
2020-11-10,444.38,454.43,439.5,450.22,1.2971436186753214
2020-11-11,450.26,476.08,449.51,463.33,2.8208836034791607
2020-11-12,463.33,469.57,452.44,462.56,-0.16646489104115827
2020-11-13,462.61,477.78,457.65,476.29,2.8721997102605568
2020-11-14,476.38,477.34,452.6,460.7,-3.4035163881050594
2020-11-15,460.75,462.93,440.44,448.23,-2.793208843674002
2020-11-16,448.18,465.97,445.82,460.43,2.660556436374693
2020-11-17,460.37,484.59,459.74,481.95,4.477642909015455
2020-11-18,482.05,495.04,459.92,478.52,-0.7376912145782892
2020-11-19,478.55,480.55,465.41,471.21,-1.5576918995776898
2020-11-20,471.27,513.06,471.06,509.98,7.590493744852746
2020-11-21,509.94,552.13,505.14,551.91,7.604500733815291
2020-11-22,551.9,580.0,514.44,559.4,1.3407222023596712
2020-11-23,559.37,610.33,551.8,609.22,8.182594136765047
2020-11-24,609.2,621.7,589.56,605.03,-0.6892220220485055
2020-11-25,605.01,605.63,555.32,569.67,-6.203591553004377
2020-11-26,569.69,577.08,484.03,519.32,-9.699222059616423
2020-11-27,519.69,530.41,494.65,518.11,-0.3049545463318679
2020-11-28,518.7,547.94,506.97,537.74,3.540744597760993
2020-11-29,537.89,576.52,530.71,575.45,6.5270657746111835
2020-11-30,575.35,615.97,571.04,615.92,6.586894401870364
2020-12-01,616.78,635.66,567.79,585.66,-5.313663217566507
2020-12-02,585.69,604.34,575.24,598.05,2.066716829696497
2020-12-03,597.94,622.1,587.15,616.32,2.9822170301142257
2020-12-04,616.33,619.61,566.34,567.91,-8.525998837844039
2020-12-05,567.84,596.73,561.24,596.68,4.833411543876101
2020-12-06,596.61,606.9,583.67,601.68,0.8426406063023429
2020-12-07,601.54,603.06,584.53,591.09,-1.7679202828672338
2020-12-08,591.03,594.78,551.08,555.05,-6.482298891991717
2020-12-09,554.95,577.94,530.88,573.21,3.1855689886777947
2020-12-10,573.28,575.56,548.99,558.13,-2.7144213713650904
2020-12-11,558.15,560.28,536.43,544.17,-2.5690501130161567
2020-12-12,544.16,573.59,543.9,567.78,4.160061995843462
2020-12-13,568.07,594.83,563.37,591.09,3.8944999915410476
2020-12-14,590.66,591.41,576.01,586.19,-0.762551391187143
2020-12-15,586.22,596.97,579.95,588.91,0.456776077838709
2020-12-16,588.81,638.18,580.9,637.38,7.620257930904649
2020-12-17,637.29,675.68,627.36,643.17,0.9142217454172297
2020-12-18,643.28,664.26,630.44,653.85,1.6165787260075017
2020-12-19,654.08,669.54,645.91,658.17,0.6214199978728776
2020-12-20,657.79,661.04,622.39,638.26,-3.0598815529721386
2020-12-21,638.28,647.87,599.97,607.85,-5.006169285185481
2020-12-22,607.86,637.47,588.24,637.47,4.644924467033745
2020-12-23,637.04,638.11,554.09,585.69,-8.767436698594803
2020-12-24,585.47,614.92,566.15,612.34,4.388085050788778
2020-12-25,612.38,633.9,605.01,626.93,2.3208332668718925
2020-12-26,626.99,652.36,616.04,636.58,1.506487794149994
2020-12-27,636.35,715.46,627.12,683.71,6.926913457460036
2020-12-28,683.76,747.86,682.47,730.05,6.3406615985206445
2020-12-29,730.26,739.77,690.24,731.76,0.2049852410626435
2020-12-30,732.04,757.11,720.21,751.8,2.6283586060122364
2020-12-31,751.92,755.13,724.67,735.94,-2.171372666249953
2021-01-01,735.87,748.96,715.74,729.12,-0.9257735352205398
2021-01-02,729.0,787.26,715.15,774.5,5.874757908327954
2021-01-03,774.54,1008.49,769.57,974.97,20.557555617095915
2021-01-04,977.76,1158.27,894.24,1042.4,6.201074443591721
2021-01-05,1042.48,1131.56,976.91,1099.52,5.187718277066352
2021-01-06,1099.77,1210.78,1060.67,1207.77,8.942099903127252
2021-01-07,1208.71,1286.81,1153.09,1224.35,1.2774125045942644
2021-01-08,1224.33,1271.08,1069.25,1215.73,-0.7073939114770474
2021-01-09,1215.92,1301.75,1172.39,1275.58,4.677088069740813
2021-01-10,1275.87,1347.98,1180.45,1256.04,-1.5787713767077425
2021-01-11,1255.84,1257.3,917.96,1091.47,-15.059506903533757
2021-01-12,1086.96,1149.19,1008.28,1050.19,-3.501271198545023
2021-01-13,1050.2,1134.66,990.96,1128.46,6.935115112631372
2021-01-14,1128.8,1246.52,1088.52,1226.17,7.940986975704846
2021-01-15,1233.34,1256.13,1079.19,1171.68,-5.262529018161943
2021-01-16,1172.12,1290.92,1154.04,1228.27,4.571470442166632
2021-01-17,1228.33,1269.01,1168.39,1232.64,0.3496560228452892
2021-01-18,1233.93,1260.3,1184.15,1258.06,1.9180325262705977
2021-01-19,1258.1,1437.42,1252.36,1372.0,8.301749271137032
2021-01-20,1372.0,1406.56,1237.27,1377.53,0.4014431627623335
2021-01-21,1377.63,1387.39,1095.26,1117.33,-23.29660888009811
2021-01-22,1118.01,1272.85,1045.02,1234.58,9.442077467640813
2021-01-23,1234.34,1271.65,1196.94,1233.4,-0.07621209664341067
2021-01-24,1233.41,1398.0,1222.14,1390.28,11.283338608050169
2021-01-25,1390.69,1474.68,1298.13,1317.9,-5.523180817967976
2021-01-26,1317.67,1377.94,1246.45,1366.27,3.5571299962672027
2021-01-27,1366.14,1372.31,1210.4,1247.62,-9.499687404818792
2021-01-28,1247.67,1359.51,1221.15,1328.47,6.082184768944723
2021-01-29,1329.16,1436.27,1288.26,1379.3,3.63517726382947
2021-01-30,1379.78,1405.78,1327.66,1376.96,-0.2047989774575831
2021-01-31,1377.05,1380.04,1282.41,1312.73,-4.8997128122309945
2021-02-01,1312.69,1376.44,1272.09,1373.4,4.420416484636671
2021-02-02,1373.31,1546.88,1361.63,1511.36,9.13415731526572
2021-02-03,1511.96,1667.93,1510.27,1664.34,9.155581191343108
2021-02-04,1664.19,1693.64,1570.45,1594.0,-4.40338770388959
2021-02-05,1593.91,1760.09,1589.28,1719.2,7.287691949744064
2021-02-06,1719.11,1742.9,1648.03,1676.63,-2.533653817479097
2021-02-07,1676.62,1692.29,1491.68,1612.99,-3.9448477671901174
2021-02-08,1612.98,1775.12,1566.43,1750.18,7.839193682935472
2021-02-09,1750.19,1818.94,1711.4,1770.63,1.1543913748213943
2021-02-10,1770.81,1835.4,1683.52,1742.09,-1.6485945043023051
2021-02-11,1742.11,1817.68,1704.97,1786.35,2.476558345229099
2021-02-12,1786.74,1862.17,1741.04,1841.02,2.9483655799502433
2021-02-13,1840.9,1871.36,1766.05,1815.49,-1.3996221405791318
2021-02-14,1815.44,1850.0,1787.11,1801.78,-0.7581391734840037
2021-02-15,1800.6,1835.51,1661.09,1778.82,-1.2244071912841084
2021-02-16,1778.63,1827.07,1726.78,1781.69,0.1717470491499613
2021-02-17,1781.44,1854.03,1734.15,1847.95,3.599123352904569
2021-02-18,1849.95,1950.04,1849.05,1934.16,4.353828018364563
2021-02-19,1934.17,1968.93,1892.7,1955.59,1.0953216164942472
2021-02-20,1955.54,2040.79,1800.0,1913.88,-2.176729993521007
2021-02-21,1912.97,1974.99,1885.7,1933.45,1.0592464247847122
2021-02-22,1933.52,1935.04,1561.68,1777.28,-8.79096146921138
2021-02-23,1777.25,1781.44,1370.45,1578.11,-12.618892219173574
2021-02-24,1578.27,1711.16,1505.79,1623.71,2.798529294024182
2021-02-25,1623.76,1669.24,1460.92,1476.15,-9.999661281035117
2021-02-26,1476.77,1561.66,1403.3,1445.44,-2.167506088111573
2021-02-27,1445.69,1527.69,1427.15,1458.93,0.9075144112465992
2021-02-28,1458.84,1467.76,1294.79,1418.76,-2.8250021145225355
2021-03-01,1418.91,1571.15,1411.55,1570.03,9.625293784195199
2021-03-02,1570.0,1602.13,1457.22,1488.62,-5.466808184761733
2021-03-03,1488.8,1653.04,1477.72,1571.05,5.235352153018682
2021-03-04,1567.84,1623.73,1506.86,1538.61,-1.8997666725161035
2021-03-05,1539.73,1548.71,1443.32,1530.29,-0.616876539740837
2021-03-06,1530.24,1670.01,1514.62,1649.19,7.212631655539995
2021-03-07,1650.94,1732.84,1634.73,1728.1,4.465019385452223
2021-03-08,1727.17,1841.05,1665.54,1831.49,5.695908795570816
2021-03-09,1831.57,1869.1,1801.29,1869.1,2.0079182494248555
2021-03-10,1869.32,1875.98,1759.5,1794.14,-4.19030844861604
2021-03-11,1794.28,1845.32,1729.05,1825.79,1.7258282715974997
2021-03-12,1827.44,1841.19,1723.18,1766.9,-3.426339917369402
2021-03-13,1767.05,1943.36,1730.46,1921.13,8.020279731199874
2021-03-14,1921.29,1932.36,1836.78,1849.06,-3.90630915167707
2021-03-15,1848.18,1890.59,1745.04,1792.38,-3.113179124962338
2021-03-16,1792.08,1817.35,1715.97,1804.85,0.7075380225503495
2021-03-17,1804.56,1837.88,1743.62,1823.35,1.0305207447829525
2021-03-18,1823.72,1849.23,1760.83,1776.08,-2.6823116075852496
2021-03-19,1775.87,1848.88,1735.42,1809.64,1.866117017749398
2021-03-20,1809.09,1868.09,1801.6,1804.6,-0.24880860024382184
2021-03-21,1804.6,1815.85,1748.47,1783.72,-1.1705873119099344
2021-03-22,1783.58,1806.62,1659.28,1682.37,-6.015918020411683
2021-03-23,1681.5,1720.01,1654.14,1667.9,-0.8153966065111762
2021-03-24,1668.42,1739.82,1546.48,1582.38,-5.437379137754519
2021-03-25,1582.23,1621.32,1550.11,1586.54,0.2716603426323916
2021-03-26,1586.36,1699.27,1586.28,1698.6,6.60779465442129
2021-03-27,1698.68,1731.73,1667.12,1713.01,0.8365391912481497
2021-03-28,1712.89,1724.74,1661.92,1686.8,-1.546715674650234
2021-03-29,1686.88,1839.41,1678.38,1816.69,7.145412811211596
2021-03-30,1816.92,1857.65,1788.6,1841.01,1.3085208662636227
2021-03-31,1841.01,1945.4,1774.66,1917.99,4.01357671312155
2021-04-01,1918.82,1983.84,1897.38,1967.96,2.497001971584793
2021-04-02,1968.12,2144.11,1949.99,2134.55,7.796959546508645
2021-04-03,2134.66,2137.68,2004.4,2008.59,-6.276542251031815
2021-04-04,2007.82,2091.31,1982.0,2075.94,3.2814050502423053
2021-04-05,2076.14,2127.89,2004.05,2106.41,1.437042171277196
2021-04-06,2108.81,2150.78,2047.48,2111.53,0.1288165453486455
2021-04-07,2112.41,2128.25,1939.64,1961.46,-7.695798027999542
2021-04-08,1962.44,2084.08,1951.83,2079.92,5.648294165160199
2021-04-09,2080.2,2101.07,2050.39,2066.93,-0.6420149690603931
2021-04-10,2067.26,2197.73,2058.23,2133.79,3.117926318897349
2021-04-11,2133.89,2164.76,2114.55,2151.42,0.8148106831767019
2021-04-12,2150.79,2199.52,2103.73,2137.81,-0.6071634055411855
2021-04-13,2137.55,2315.47,2136.49,2299.93,7.060214876104911
2021-04-14,2299.25,2445.4,2281.49,2431.56,5.4413627465495376
2021-04-15,2432.9,2541.9,2402.75,2514.22,3.2344027173437375
2021-04-16,2514.55,2544.54,2302.3,2423.18,-3.770664993933606
2021-04-17,2424.12,2493.93,2314.12,2318.33,-4.563198509271759
2021-04-18,2317.88,2338.53,1948.93,2237.17,-3.6076829208330183
2021-04-19,2236.1,2275.87,2081.3,2160.63,-3.49296270069377
2021-04-20,2161.06,2345.18,2058.0,2332.14,7.335751713018941
2021-04-21,2331.84,2467.51,2238.15,2360.81,1.2271211999271352
2021-04-22,2360.32,2642.99,2313.46,2401.1,1.6983882387239075
2021-04-23,2398.95,2440.21,2119.26,2367.31,-1.3365380959823543
2021-04-24,2367.35,2367.46,2159.6,2215.93,-6.833248342682309
2021-04-25,2217.23,2355.2,2169.91,2316.48,4.284517889211217
2021-04-26,2320.63,2539.8,2305.97,2533.12,8.388469555330968
2021-04-27,2531.07,2677.95,2484.44,2665.24,5.034068226501164
2021-04-28,2665.83,2759.03,2562.74,2746.54,2.938606392042353
2021-04-29,2746.51,2797.52,2670.35,2757.36,0.39349232599297546
2021-04-30,2757.02,2797.61,2726.03,2772.78,0.5683826340351639
2021-05-01,2772.27,2951.74,2753.6,2944.66,5.85432613612437
2021-05-02,2945.04,2984.52,2854.12,2950.33,0.1793019763890807
2021-05-03,2950.07,3451.44,2950.07,3429.37,13.97632801360016
2021-05-04,3429.48,3516.34,3188.9,3286.71,-4.3438575353468964
2021-05-05,3284.31,3540.78,3228.86,3522.76,6.768840341096194
2021-05-06,3522.74,3601.59,3380.6,3489.52,-0.9519933973726987
