Date,Open,High,Low,Close,Percent_Change
2019-01-02,259.28,269.75,256.58,267.66,3.23
2019-01-03,270.2,275.79,264.43,271.2,0.37
2019-01-04,281.88,297.8,278.54,297.57,5.57
2019-01-07,302.1,316.8,301.65,315.34,4.38
2019-01-08,319.98,320.59,308.01,320.27,0.09
2019-01-09,317.71,323.35,313.5,319.96,0.71
2019-01-10,314.57,325.37,312.5,324.66,3.21
2019-01-11,330.96,341.09,328.52,337.59,2.0
2019-01-14,334.24,335.48,329.13,332.94,-0.39
2019-01-15,349.6,357.22,347.0,354.64,1.44
2019-01-16,354.0,358.85,348.11,351.39,-0.74
2019-01-17,349.5,355.79,346.41,353.19,1.06
2019-01-18,351.97,353.0,336.73,339.1,-3.66
2019-01-22,334.89,336.88,321.03,325.16,-2.91
2019-01-23,328.25,331.75,318.6,321.99,-1.91
2019-01-24,320.6,331.8,319.0,326.67,1.89
2019-01-25,328.72,340.0,328.51,338.05,2.84
2019-01-28,334.7,336.3,328.88,335.66,0.29
2019-01-29,335.87,338.22,328.15,328.9,-2.08
2019-01-30,332.75,341.78,330.8,340.66,2.38
2019-01-31,339.68,345.99,338.09,339.5,-0.05
2019-02-01,337.18,346.84,336.5,339.85,0.79
2019-02-04,342.6,352.0,341.3,351.34,2.55
2019-02-05,353.2,360.0,352.9,355.81,0.74
2019-02-06,357.0,357.04,347.19,352.19,-1.35
2019-02-07,347.9,348.75,339.02,344.71,-0.92
2019-02-08,338.0,348.0,338.0,347.57,2.83
2019-02-11,350.0,352.87,344.81,345.73,-1.22
2019-02-12,348.09,360.0,346.52,359.97,3.41
2019-02-13,357.3,359.6,350.28,351.77,-1.55
2019-02-14,351.75,360.45,348.33,359.07,2.08
2019-02-15,358.47,364.4,355.5,356.87,-0.45
2019-02-19,355.8,365.0,355.32,361.92,1.72
2019-02-20,364.85,366.71,356.7,359.91,-1.35
2019-02-21,360.03,362.85,353.88,356.97,-0.85
2019-02-22,360.34,366.13,360.05,363.02,0.74
